repository,comment_url,author,author_association,file_path,line,comment_body,matched_keywords,owner,repo,comment_id,comment_year,generated_test,syntactic_validity,correct_archunit_usage,semantic_alignment_score,violation_detection_potential,test_execution_success,evaluation_explanation,is_obsolete,is_rule_clear,test_generation_possible,mutation_test_result,is_design_rule,auto_manual_agreement_syntactic_validity,auto_manual_agreement_correct_archunit_usage,auto_manual_agreement_semantic_alignment_score,auto_manual_agreement_violation_detection_potential
hyperledger/besu,https://github.com/hyperledger/besu/pull/3048#discussion_r747993859,siladu,CONTRIBUTOR,besu/src/main/java/org/hyperledger/besu/controller/ForkingBesuControllerBuilder.java,,"""Trying to get my head around the call to super here...in the case of QbftBesuControllerBuilder, it doesn't override it so `besuControllerBuilders.get(0).storageProvider(storageProvider);` is already calling the super class.
 
 Also, if it was overridden, should it be the delegated builder's job to call super rather than this class?""",override,hyperledger,besu,747993859.0,2021.0,NO_ARCHITECTURAL_TEST_POSSIBLE,False,FALSE,0.0,0,FALSE,Dava pra fazer teste apesar do comentário não dar certeza,False,True,,,,False,True,True,True
hyperledger/besu,https://github.com/hyperledger/besu/pull/3224#discussion_r779139278,garyschulte,CONTRIBUTOR,besu/src/main/java/org/hyperledger/besu/controller/BesuControllerBuilder.java,,"""non-blocking feedback, since we have a merge-specific controller builder, we could make this method protected and override it to add in the merge-specific constraint.  That would help encapsulate merge-specific behavior.""",override,hyperledger,besu,779139278.0,2022.0,"```java
import com.tngtech.archunit.core.domain.JavaClasses;
import com.tngtech.archunit.core.importer.ClassFileImporter;
import com.tngtech.archunit.lang.ArchRule;
import org.junit.Test;

import static com.tngtech.archunit.lang.syntax.ArchRuleDefinition.methods;

public class BesuControllerBuilderArchitectureTest {

    @Test
    public void mergeSpecificControllerBuilderShouldOverrideProtectedMethod() {
        JavaClasses importedClasses = new ClassFileImporter()
                .importPackages(""org.hyperledger.besu"");

        ArchRule rule = methods()
                .that().areDeclaredInClassesThat().haveSimpleName(""MergeSpecificControllerBuilder"")
                .should().beProtected();

        rule.check(importedClasses);
    }
}
```",True,TRUE,1.0,0,FALSE,"- ""this method"" que método?
- nao esta de acordo com a regra",False,False,,,,True,True,True,False
hyperledger/besu,https://github.com/hyperledger/besu/pull/3350#discussion_r804031085,jflo,CONTRIBUTOR,besu/src/main/java/org/hyperledger/besu/cli/BesuCommand.java,,"""So now i'm thinking we should add config opts for `engineHostsAllowList` for folks to control where CLs can/cannot connect from. What about the max connections and CORS settings too, should we have engine specific options for those instead of inheriting from the broader RPC settings?""",inherit,hyperledger,besu,804031085.0,2022.0,"```java
import com.tngtech.archunit.core.domain.JavaClasses;
import com.tngtech.archunit.core.importer.ClassFileImporter;
import com.tngtech.archunit.lang.ArchRule;
import org.junit.Test;

import static com.tngtech.archunit.lang.syntax.ArchRuleDefinition.classes;

public class EngineConfigurationArchitectureTest {

    @Test
    public void engineSpecificConfigurationOptionsShouldExist() {
        JavaClasses importedClasses = new ClassFileImporter()
                .importPackages(""org.hyperledger.besu"");

        ArchRule rule = classes()
                .that().haveSimpleName(""EngineConfiguration"")
                .should().haveOnlyFieldsThat().areDeclaredIn(""org.hyperledger.besu.cli.options"");

        rule.check(importedClasses);
    }
}
```",True,FALSE,0.0,0,FALSE,Verifica se existe uma engine de configuration mas ignora o resto do comentário,False,False,,,,True,False,True,True
hyperledger/besu,https://github.com/hyperledger/besu/pull/3397#discussion_r808674529,garyschulte,CONTRIBUTOR,ethereum/eth/src/main/java/org/hyperledger/besu/ethereum/eth/transactions/TransactionPool.java,,"""The transaction type doesn't preclude a minimum baseFee.  We can execute a Frontier transasction on a baseFee network.  I'd suggest adding a method to FeeMarket interface that takes a transaction and returns whether it meets minimum executable transaction gas cost / basefee.  For LondonFeeMarket it would return false transactions with a baseFee below 7 wei and for LegacyFeeMarket it would just return true.""",interface,hyperledger,besu,808674529.0,2022.0,"```java
import com.tngtech.archunit.core.domain.JavaClasses;
import com.tngtech.archunit.core.importer.ClassFileImporter;
import com.tngtech.archunit.lang.ArchRule;
import org.junit.Test;

import static com.tngtech.archunit.lang.syntax.ArchRuleDefinition.methods;

public class FeeMarketArchitectureTest {

    @Test
    public void feeMarketInterfaceShouldHaveMinimumExecutableTransactionMethod() {
        JavaClasses importedClasses = new ClassFileImporter()
                .importPackages(""org.hyperledger.besu"");

        ArchRule rule = methods()
                .that().areDeclaredInClassesThat().implement(""org.hyperledger.besu.ethereum.eth.transactions.FeeMarket"")
                .and().haveName(""isTransactionExecutable"")
                .should().haveRawParameterTypes(""org.hyperledger.besu.ethereum.core.Transaction"");

        rule.check(importedClasses);
    }
}
```",True,TRUE,2.0,0,FALSE,"- Verifica se um método existe, mas como a regra nao especifica qual, o teste erra",False,False,,,,True,True,True,False
hyperledger/besu,https://github.com/hyperledger/besu/pull/3920#discussion_r901930675,garyschulte,CONTRIBUTOR,ethereum/eth/src/main/java/org/hyperledger/besu/ethereum/eth/sync/snapsync/DynamicPivotBlockManager.java,96.0,"""Since this is getting set in both `check` and `switchToNewPivotBlock` , perhaps we should use a `final AtomicReference<BlockHeader>` instead of a mutable `Optional<BlockHeader>`
 
 IDK if the snap pipeline might be calling these concurrently, but it seems possible.
 
 any place where we would want to have Optional.empty(), we can just set the atomic reference to null, and when accessing we can wrap with `Optional.ofNullable(listPivotBlockFound.get())`""",should use,hyperledger,besu,901930675.0,2022.0,"```java
import com.tngtech.archunit.core.domain.JavaClasses;
import com.tngtech.archunit.core.importer.ClassFileImporter;
import com.tngtech.archunit.lang.ArchRule;
import org.junit.Test;

import static com.tngtech.archunit.lang.syntax.ArchRuleDefinition.fields;

public class DynamicPivotBlockManagerTest {

    @Test
    public void pivotBlockShouldBeAtomicReference() {
        JavaClasses importedClasses = new ClassFileImporter()
                .importPackages(""org.hyperledger.besu.ethereum.eth.sync.snapsync"");

        ArchRule rule = fields()
                .that().haveRawType(AtomicReference.class)
                .and().haveName(""pivotBlock"")
                .should().beFinal();

        rule.check(importedClasses);
    }
}
```",True,TRUE,1.0,0,FALSE,"- verifica se o field x (que a regra nao diz o nome mas que o modelo inventou) que tem rawtype atomicreference tem que ser final, mas a regra diz que o tipo x tem que ser atomicreference, entao se nao existir um campo atomicreference a regra nem vai pegar",True,True,,,,True,True,False,True
hyperledger/besu,https://github.com/hyperledger/besu/pull/4058#discussion_r917189444,garyschulte,CONTRIBUTOR,ethereum/eth/src/main/java/org/hyperledger/besu/ethereum/eth/manager/EthProtocolManager.java,,"""I think we are leaking too much of the merge implementation details into protocol manager.  
 
 How about either:
 * extracting and encapsulate the merge specific behavior into an Optional """"PeerFilterAction"""" 
 * or subclassing a merge-specific EthProtocolManager""",subclass,hyperledger,besu,917189444.0,2022.0,"```java
import com.tngtech.archunit.core.domain.JavaClasses;
import com.tngtech.archunit.core.importer.ClassFileImporter;
import com.tngtech.archunit.lang.ArchRule;
import org.junit.Test;

import static com.tngtech.archunit.lang.syntax.ArchRuleDefinition.noClasses;

public class EthProtocolManagerArchitectureTest {

    @Test
    public void ethProtocolManagerShouldNotContainMergeSpecificBehavior() {
        JavaClasses importedClasses = new ClassFileImporter()
                .importPackages(""org.hyperledger.besu.ethereum.eth.manager"");

        ArchRule rule = noClasses()
                .that().resideInAPackage(""..eth.manager.."")
                .should().dependOnClassesThat().haveSimpleName(""PeerFilterAction"");

        rule.check(importedClasses);
    }
}
```",True,TRUE,0.0,0,FALSE,"- está indo contra o que a regra diz e não está completa
- passou porque a classe PeerFilterAction não existe",False,False,,,,True,True,False,False
hyperledger/besu,https://github.com/hyperledger/besu/pull/4178#discussion_r941748604,mbaxter,CONTRIBUTOR,ethereum/p2p/src/main/java/org/hyperledger/besu/ethereum/p2p/discovery/PeerDiscoveryAgent.java,185.0,"""The `PeerDiscoveryController` is marked as `internal` and is not intended to be accessed from outside the discovery package.  Any functionally that is needed should be exposed through `PeerDiscoveryAgent`.""","intended to, not intended",hyperledger,besu,941748604.0,2022.0,"```java
import com.tngtech.archunit.core.domain.JavaClasses;
import com.tngtech.archunit.core.importer.ClassFileImporter;
import com.tngtech.archunit.lang.ArchRule;
import org.junit.Test;

import static com.tngtech.archunit.lang.syntax.ArchRuleDefinition.noClasses;

public class PeerDiscoveryArchitectureTest {

    @Test
    public void peerDiscoveryControllerShouldBeInternal() {
        JavaClasses importedClasses = new ClassFileImporter()
                .importPackages(""org.hyperledger.besu.ethereum.p2p.discovery"");

        ArchRule rule = noClasses()
                .that().resideInAPackage(""..discovery.."")
                .and().areNotAnnotatedWith(""org.hyperledger.besu.plugin.services.PublicAPI"")
                .should().beAccessed().byAnyPackage("".."", true);

        rule.check(importedClasses);
    }
}
```",True,FALSE,1.0,0,FALSE,- inventou um método e inventou anotação de publicAPI ,False,True,,,,True,False,True,False
hyperledger/besu,https://github.com/hyperledger/besu/pull/4146#discussion_r942609965,jpnovais,CONTRIBUTOR,ethereum/api/src/main/java/org/hyperledger/besu/ethereum/api/jsonrpc/internal/methods/rollup/RollupCreatePayload.java,,"""This aggregation is part of the contract of the response of this method. But I agree it can be carved out somewhere else in another class in `org.hyperledger.besu.ethereum.api.jsonrpc.internal.results` package.
 Maybe a static method of `InvalidTransactionResult` class, `#createResults(...)`, WDYT?""",contract,hyperledger,besu,942609965.0,2022.0,"```java
import com.tngtech.archunit.core.domain.JavaClasses;
import com.tngtech.archunit.core.importer.ClassFileImporter;
import com.tngtech.archunit.lang.ArchRule;
import org.junit.Test;

import static com.tngtech.archunit.lang.syntax.ArchRuleDefinition.classes;

public class RollupCreatePayloadArchitectureTest {

    @Test
    public void rollupCreatePayloadShouldNotContainAggregationLogic() {
        JavaClasses importedClasses = new ClassFileImporter()
                .importPackages(""org.hyperledger.besu.ethereum.api.jsonrpc.internal.methods.rollup"");

        ArchRule rule = classes()
                .that().resideInAPackage(""..methods.rollup.."")
                .should().onlyHaveDependentClassesThat().resideInAPackage(""..results.."");

        rule.check(importedClasses);
    }
}
```",True,TRUE,0.0,0,FALSE,"- está muito restritiva, fez um teste para verificar se todas as classes do pacote rollup so dependem das classes do pacote result",False,True,,,,True,False,True,True
hyperledger/besu,https://github.com/hyperledger/besu/pull/4531#discussion_r1003260440,matkt,CONTRIBUTOR,ethereum/blockcreation/src/main/java/org/hyperledger/besu/ethereum/blockcreation/AbstractBlockCreator.java,263.0,"""If we don't copy, can we have several threads using the same snapshot to create blocks? Because otherwise several BonsaiSnapshotWorldState will use the same BonsaiWorldStateUpdater (extends BonsaiPersistedWorldState)""",extends,hyperledger,besu,1003260440.0,2022.0,NO_ARCHITECTURAL_TEST_POSSIBLE,False,FALSE,0.0,0,FALSE,"Acho que não da pra fazer teste mesmo, parece detalhe de implementação",False,False,,,False,False,True,True,True
hyperledger/besu,https://github.com/hyperledger/besu/pull/4737#discussion_r1035774683,gezero,CONTRIBUTOR,ethereum/core/src/main/java/org/hyperledger/besu/ethereum/bonsai/BonsaiWorldStateArchive.java,,"""I would suggest avoiding using new in constructor. This creates a tight, hidden coupling between classes. Inject your collaborators, throw constructor.""",avoid,hyperledger,besu,1035774683.0,2022.0,NO_ARCHITECTURAL_TEST_POSSIBLE,False,FALSE,0.0,0,FALSE,Dava pra fazer teste,True,True,,,,False,True,True,True
hyperledger/besu,https://github.com/hyperledger/besu/pull/4737#discussion_r1035782925,gezero,CONTRIBUTOR,ethereum/core/src/main/java/org/hyperledger/besu/ethereum/bonsai/BonsaiWorldStateUpdater.java,,"""I would strongly advise not to extend standard library classes unless you are very sure about what you are doing. This can create unforeseen consequences where you might break invariants of the parent class when you are not aware you are doing it. This goes double when dealing with concurrent collections. You can achieve similar behaviour using delegation instead of inheritance.
 
 Even if you do not break any invariants now, it's an easy thing for the next developer making some simple change that break an invariant.""",inherit,hyperledger,besu,1035782925.0,2022.0,"```java
import com.tngtech.archunit.core.domain.JavaClasses;
import com.tngtech.archunit.core.importer.ClassFileImporter;
import com.tngtech.archunit.lang.ArchRule;
import org.junit.Test;

import static com.tngtech.archunit.lang.syntax.ArchRuleDefinition.noClasses;

public class BonsaiWorldStateUpdaterArchitectureTest {

    @Test
    public void shouldNotExtendStandardLibraryClasses() {
        JavaClasses importedClasses = new ClassFileImporter()
                .importPackages(""org.hyperledger.besu"");

        ArchRule rule = noClasses()
                .that().resideInAPackage(""..bonsai.."")
                .should().beAssignableTo(java.util.concurrent.ConcurrentHashMap.class);

        rule.check(importedClasses);
    }
}
```",True,TRUE,1.0,1,TRUE,- Qual standard libraries?,True,False,,,,True,True,True,True
hyperledger/besu,https://github.com/hyperledger/besu/pull/4737#discussion_r1035800050,gezero,CONTRIBUTOR,ethereum/core/src/main/java/org/hyperledger/besu/ethereum/bonsai/OptimizedMerkleTrieLoader.java,,"""Please avoid running complicated logic in a constructor. Maybe extract it into a factory method.""","avoid, factory",hyperledger,besu,1035800050.0,2022.0,"```java
import com.tngtech.archunit.core.domain.JavaClasses;
import com.tngtech.archunit.core.importer.ClassFileImporter;
import com.tngtech.archunit.lang.ArchRule;
import org.junit.Test;

import static com.tngtech.archunit.lang.syntax.ArchRuleDefinition.noCodeUnits;

public class OptimizedMerkleTrieLoaderArchitectureTest {

    @Test
    public void constructorsShouldNotContainComplexLogic() {
        JavaClasses importedClasses = new ClassFileImporter()
                .importPackages(""org.hyperledger.besu.ethereum.bonsai"");

        ArchRule rule = noCodeUnits()
                .that().areConstructors()
                .and().areDeclaredInClassesThat().haveSimpleName(""OptimizedMerkleTrieLoader"")
                .should().callMethodWhere(
                        target -> !target.getName().equals(""<init>"") &&
                                !target.getName().equals(""super"")
                );

        rule.check(importedClasses);
    }
}
```",True,FALSE,0.0,0,FALSE,- está alinhado com a regra mas fez isso de um jeito muito ruim no archunit. edit: nao esta muito alinhado,True,True,,,,True,True,True,True
hyperledger/besu,https://github.com/hyperledger/besu/pull/4760#discussion_r1052358930,jflo,CONTRIBUTOR,evm/src/main/java/org/hyperledger/besu/evm/code/OpcodesV1.java,300.0,"""This has always seemed like an odd place to keep this static method. What do you think about making it a default member of the Code interface, or perhaps a static member of one of its implementers, like CodeV0 or CodeV1?""",interface,hyperledger,besu,1052358930.0,2022.0,NO_ARCHITECTURAL_TEST_POSSIBLE,False,FALSE,0.0,0,FALSE,Dava pra fazer teste,True,True,,,,False,True,True,True
hyperledger/besu,https://github.com/hyperledger/besu/pull/4890#discussion_r1064322617,siladu,CONTRIBUTOR,ethereum/api/src/main/java/org/hyperledger/besu/ethereum/api/jsonrpc/internal/methods/engine/EngineForkchoiceUpdatedV2.java,24.0,"""Yes, I actually added that for this PR. Forgot to call it out myself, but thought it might be a discussion point for the review.
 
 Currently thinking we inheritance may lead people in the future to add V2+ specific changes in the subclass which I'm currently trying to avoid in order to keep the V1/V2 differences as small as possible. Instead, favour making the code backwards compatible.""","avoid, subclass, inherit",hyperledger,besu,1064322617.0,2023.0,"```java
import com.tngtech.archunit.core.domain.JavaClasses;
import com.tngtech.archunit.core.importer.ClassFileImporter;
import com.tngtech.archunit.lang.ArchRule;
import org.junit.Test;

import static com.tngtech.archunit.lang.syntax.ArchRuleDefinition.noClasses;

public class EngineForkchoiceUpdatedArchitectureTest {

    @Test
    public void engineForkchoiceUpdatedV2ShouldNotExtendV1() {
        JavaClasses importedClasses = new ClassFileImporter()
                .importPackages(""org.hyperledger.besu.ethereum.api.jsonrpc.internal.methods.engine"");

        ArchRule rule = noClasses()
                .that().haveSimpleName(""EngineForkchoiceUpdatedV2"")
                .should().beAssignableTo(""org.hyperledger.besu.ethereum.api.jsonrpc.internal.methods.engine.EngineForkchoiceUpdated"");

        rule.check(importedClasses);
    }
}
```",True,TRUE,0.0,0,TRUE,"- que herança ele tá falando?
- passou porque não existe EngineForkchoiceUpdated",False,False,,,,True,True,False,False
hyperledger/besu,https://github.com/hyperledger/besu/pull/4890#discussion_r1065283968,siladu,CONTRIBUTOR,ethereum/api/src/main/java/org/hyperledger/besu/ethereum/api/jsonrpc/internal/methods/engine/EngineForkchoiceUpdatedV2.java,24.0,"""If we decide on composition over inheritance then I'd like to do that in a separate PR as it will affect three engine API methods, assuming we want them to follow a consistent approach. It also might be worth waiting until we complete the Withdrawals feature in case that influences the decision.""",inherit,hyperledger,besu,1065283968.0,2023.0,NO_ARCHITECTURAL_TEST_POSSIBLE,False,FALSE,0.0,0,FALSE,Não dava pra fazer teste mesmo,False,False,,,False,False,True,True,True
hyperledger/besu,https://github.com/hyperledger/besu/pull/5055#discussion_r1116331441,siladu,CONTRIBUTOR,datatypes/src/main/java/org/hyperledger/besu/datatypes/BLSPublicKey.java,28.0,"""What's your thinking with respect to the inheritance hierarchy here?
 
 I would need to understand the class hierarchy a bit more myself, but just throwing out another possible place for this to live: https://github.com/hyperledger/besu/tree/main/crypto/src/main/java/org/hyperledger/besu/crypto""",inherit,hyperledger,besu,1116331441.0,2023.0,NO_ARCHITECTURAL_TEST_POSSIBLE,False,FALSE,0.0,0,FALSE,Não dava pra fazer teste mesmo,False,False,,,False,False,True,True,True
hyperledger/besu,https://github.com/hyperledger/besu/pull/5123#discussion_r1140409706,garyschulte,CONTRIBUTOR,ethereum/core/src/main/java/org/hyperledger/besu/ethereum/bonsai/BonsaiWorldStateProvider.java,92.0,"""It is a theoretical risk, but not currently one because the archive is the only user of that object until the archive is fully constructed. 
 
 However,  I have never been fond of having an archive reference in worldstate.  In a future PR IMO we could/should create functional interface and/or function references for the bits of the archive functionality that a worldstate needs so we can break the circular archive<->worldstate dependency.""",interface,hyperledger,besu,1140409706.0,2023.0,NO_ARCHITECTURAL_TEST_POSSIBLE,False,FALSE,0.0,0,FALSE,Dava pra fazer teste,False,False,,,,False,True,True,True
hyperledger/besu,https://github.com/hyperledger/besu/pull/5255#discussion_r1152648914,Gabriel-Trintinalia,CONTRIBUTOR,besu/src/main/java/org/hyperledger/besu/services/TraceServiceImpl.java,,"""Currently, to make traceBlock pass an OperationTracer directly, referencing the evm package would be necessary. However, this would result in a circular dependency:
 
 ```mermaid
 flowchart LR;
     besu.evm-->besu.crypto;
     besu.evm-->besu.datatypes;
     besu.crypto--> besu.plugin;
     besu.datatypes--> besu.plugin;
     besu.plugin -.->besu.evm;
 ```
 
 One possible solution is to add a plugin dependency to the EVM package and have OperationTracer implement a plugin interface. This would avoid the circular dependency issue and enable passing OperationTracer directly to traceBlock but would add a new dependency to the EVM. 
 
 Any thoughts?""","avoid, interface",hyperledger,besu,1152648914.0,2023.0,"```java
import com.tngtech.archunit.core.domain.JavaClasses;
import com.tngtech.archunit.core.importer.ClassFileImporter;
import com.tngtech.archunit.lang.ArchRule;
import org.junit.Test;

import static com.tngtech.archunit.lang.syntax.ArchRuleDefinition.noClasses;

public class TraceServiceArchitectureTest {

    @Test
    public void traceServiceShouldNotCreateCircularDependencies() {
        JavaClasses importedClasses = new ClassFileImporter()
                .importPackages(""org.hyperledger.besu"");

        ArchRule rule = noClasses()
                .that().resideInAPackage(""..evm.."")
                .should().dependOnClassesThat().resideInAPackage(""..plugin.."");

        rule.check(importedClasses);
    }
}
```",True,TRUE,0.0,0,TRUE,"- Faz o contratio do que a regra diz,a regra diz para adicionar uma dependencia no evm para o plugin
- passou porque o codigo nao seguia a regra",False,True,,,,True,True,False,False
hyperledger/besu,https://github.com/hyperledger/besu/pull/5310#discussion_r1159346645,jframe,CONTRIBUTOR,ethereum/core/src/main/java/org/hyperledger/besu/ethereum/mainnet/ProtocolSchedule.java,26.0,"""May as well just merge the PrivacySupportingProtocolSchedule methods into ProtocolSchedule as nothing implements a PrivacySupportingProtocolSchedule independently of a ProtocolSchedule.""",implements,hyperledger,besu,1159346645.0,2023.0,"```java
import com.tngtech.archunit.core.domain.JavaClasses;
import com.tngtech.archunit.core.importer.ClassFileImporter;
import com.tngtech.archunit.lang.ArchRule;
import org.junit.Test;

import static com.tngtech.archunit.lang.syntax.ArchRuleDefinition.noClasses;

public class ProtocolScheduleArchitectureTest {

    @Test
    public void privacySupportingProtocolScheduleShouldNotExistIndependently() {
        JavaClasses importedClasses = new ClassFileImporter()
                .importPackages(""org.hyperledger.besu.ethereum.mainnet"");

        ArchRule rule = noClasses()
                .that().haveSimpleName(""PrivacySupportingProtocolSchedule"")
                .should().beTopLevelClasses()
                .andShould().notBeAssignableTo(ProtocolSchedule.class);

        rule.check(importedClasses);
    }
}
```",True,TRUE,0.0,0,FALSE,Não está de acordo com a regra,False,True,,,,True,False,True,True
skiptests/astraea,https://github.com/skiptests/astraea/pull/35#discussion_r719574709,garyparrot,COLLABORATOR,app/src/main/java/org/astraea/metrics/kafka/metrics/BrokerTopicMetricsResult.java,,"""注意到這邊我給回傳的結果繼承了很多東西。
 
 ``MetricsResult`` 是我預設會給所有類型的 Metrics 結果繼承的一個物件，裡面做的事情基本上就是封裝 ``BeanObject`` 還有實作 ``HasBeanObject``, 內含函數 ``beanObject()`` 用來批發 ``BeanObject``, 透過這個界面的存在，其他的物件如 ``HasCount``, ``HasEventType``, ``HasRate`` 能夠被直接被拿來做 default method, 節省很多實作。
 
 會把 attribute 用 interface 來暴露，是因為許多 Kafka Mbeans 都有重複的欄位名稱, 方便重複利用。""",interface,skiptests,astraea,719574709.0,2021.0,"```java
import com.tngtech.archunit.core.domain.JavaClasses;
import com.tngtech.archunit.core.importer.ClassFileImporter;
import com.tngtech.archunit.lang.ArchRule;
import org.junit.Test;

import static com.tngtech.archunit.lang.syntax.ArchRuleDefinition.classes;

public class BrokerTopicMetricsResultArchitectureTest {

    @Test
    public void brokerTopicMetricsResultShouldExtendMetricsResult() {
        JavaClasses importedClasses = new ClassFileImporter()
                .importPackages(""org.astraea.metrics.kafka.metrics"");

        ArchRule rule = classes()
                .that().haveSimpleName(""BrokerTopicMetricsResult"")
                .should().beAssignableTo(""org.astraea.metrics.kafka.metrics.MetricsResult"");

        rule.check(importedClasses);
    }

    @Test
    public void brokerTopicMetricsResultShouldImplementHasBeanObject() {
        JavaClasses importedClasses = new ClassFileImporter()
                .importPackages(""org.astraea.metrics.kafka.metrics"");

        ArchRule rule = classes()
                .that().haveSimpleName(""BrokerTopicMetricsResult"")
                .should().implement(""org.astraea.metrics.kafka.metrics.HasBeanObject"");

        rule.check(importedClasses);
    }

    @Test
    public void brokerTopicMetricsResultShouldHaveBeanObjectMethod() {
        JavaClasses importedClasses = new ClassFileImporter()
                .importPackages(""org.astraea.metrics.kafka.metrics"");

        ArchRule rule = classes()
                .that().haveSimpleName(""BrokerTopicMetricsResult"")
                .should().haveMethod(""beanObject"");

        rule.check(importedClasses);
    }
}
```",True,FALSE,1.0,0,FALSE,"- Inventou um método do ArchUnit
- Está de acordo com a regra mas está incompleto",True,True,,,,True,False,False,False
skiptests/astraea,https://github.com/skiptests/astraea/pull/35#discussion_r719965132,chia7712,CONTRIBUTOR,app/src/main/java/org/astraea/metrics/kafka/metrics/modifiers/MetricsResult.java,,"""這個類別之後會直接操作嗎？也就是我們會需要讓使用者 (@wycccccc)直接操作`BeanObject`嗎？如果不會，這個類別應該要弄成interface or abstract class，另外也不需要去暴露`BeanObject`""","interface, abstract class",skiptests,astraea,719965132.0,2021.0,"```java
import com.tngtech.archunit.core.domain.JavaClasses;
import com.tngtech.archunit.core.importer.ClassFileImporter;
import com.tngtech.archunit.lang.ArchRule;
import org.junit.Test;

import static com.tngtech.archunit.lang.syntax.ArchRuleDefinition.classes;

public class MetricsResultArchitectureTest {

    @Test
    public void metricsResultShouldBeAbstractOrInterface() {
        JavaClasses importedClasses = new ClassFileImporter()
                .importPackages(""org.astraea.metrics.kafka.metrics.modifiers"");

        ArchRule rule = classes()
                .that().haveSimpleName(""MetricsResult"")
                .should().beAbstract()
                .orShould().beInterfaces();

        rule.check(importedClasses);
    }

    @Test
    public void metricsResultShouldNotExposeBeanObject() {
        JavaClasses importedClasses = new ClassFileImporter()
                .importPackages(""org.astraea.metrics.kafka.metrics.modifiers"");

        ArchRule rule = classes()
                .that().haveSimpleName(""MetricsResult"")
                .should().notBePublic()
                .andShould().notBeAccessibleToAnyPackage("".."");

        rule.check(importedClasses);
    }
}
```",True,FALSE,2.0,0,FALSE,- Está de acordo com a regra mas não usou bem o archunit,True,True,,,,True,True,False,False
skiptests/astraea,https://github.com/skiptests/astraea/pull/55#discussion_r730295670,garyparrot,COLLABORATOR,app/src/main/java/org/astraea/metrics/kafka/metrics/Metric.java,,"""Metric interface, 繼承這個界面的物件能夠做到
 
 1. 產生 MBean Query, 用來給 Client 解析 BeanObject 
 2. 將 BeanObject 轉換為更好操作的物件或形式。
 
 基本上所有 Metric 都會實作到這個 interface""",interface,skiptests,astraea,730295670.0,2021.0,"```java
import com.tngtech.archunit.core.domain.JavaClasses;
import com.tngtech.archunit.core.importer.ClassFileImporter;
import com.tngtech.archunit.lang.ArchRule;
import org.junit.Test;

import static com.tngtech.archunit.lang.syntax.ArchRuleDefinition.classes;

public class MetricInterfaceArchitectureTest {

    @Test
    public void metricImplementationsShouldBeInCorrectPackage() {
        JavaClasses importedClasses = new ClassFileImporter()
                .importPackages(""org.astraea.metrics"");

        ArchRule rule = classes()
                .that().implement(""org.astraea.metrics.kafka.metrics.Metric"")
                .should().resideInAPackage(""..metrics.."");

        rule.check(importedClasses);
    }
}
```",True,TRUE,1.0,1,FALSE,"- Está mais para detalhe de implementação
- mas o teste não está so testando o ultimo ponto",True,False,,,,True,True,True,True
skiptests/astraea,https://github.com/skiptests/astraea/pull/113#discussion_r753692254,chia7712,CONTRIBUTOR,app/src/main/java/org/astraea/partitioner/nodeLoadMetric/NodeMetrics.java,,"""1. Could you change `NodeMetadata` to interface (i.e the `SafeMetadata` can be removed)?
 2. `NodeMetrics` should implement the `NodeMetadata` interface.
 3. `NodeMetrics` should be renamed to `NodeClient` as it has a member `MBeanClient`.
 4. `NodeMetrics`  should implement the `AutoClosable` interface.""","should implement, interface",skiptests,astraea,753692254.0,2021.0,"```java
import com.tngtech.archunit.core.domain.JavaClasses;
import com.tngtech.archunit.core.importer.ClassFileImporter;
import com.tngtech.archunit.lang.ArchRule;
import org.junit.Test;

import static com.tngtech.archunit.lang.syntax.ArchRuleDefinition.classes;

public class NodeMetricsArchitectureTest {

    @Test
    public void nodeMetricsShouldImplementNodeMetadataInterface() {
        JavaClasses importedClasses = new ClassFileImporter()
                .importPackages(""org.astraea.partitioner.nodeLoadMetric"");

        ArchRule rule = classes()
                .that().haveSimpleName(""NodeMetrics"")
                .should().implement(""org.astraea.partitioner.nodeLoadMetric.NodeMetadata"");

        rule.check(importedClasses);
    }

    @Test
    public void nodeMetricsShouldImplementAutoCloseableInterface() {
        JavaClasses importedClasses = new ClassFileImporter()
                .importPackages(""org.astraea.partitioner.nodeLoadMetric"");

        ArchRule rule = classes()
                .that().haveSimpleName(""NodeMetrics"")
                .should().implement(""java.lang.AutoCloseable"");

        rule.check(importedClasses);
    }

    @Test
    public void nodeMetricsShouldBeRenamedToNodeClient() {
        JavaClasses importedClasses = new ClassFileImporter()
                .importPackages(""org.astraea.partitioner.nodeLoadMetric"");

        ArchRule rule = classes()
                .that().haveSimpleName(""NodeClient"")
                .should().bePresent();

        rule.check(importedClasses);
    }
}
```",True,FALSE,1.0,0,FALSE,"- Ficou faltando o teste do primeiro ponto do comentário
- Inventou um método do archunit",True,True,,,,True,False,True,False
